year,id_reef,protection,latitude,longitude,depth2,trophic_level_f,transect,biomass
1998,110,Not Protected,25.089485,-110.566779,Shallow,2.5-3,3,0.05562993999794723
1998,110,Not Protected,25.089485,-110.566779,Shallow,2.5-3,4,0.1295649325072848
1998,110,Not Protected,25.089485,-110.566779,Shallow,2.5-3,5,0.0697803138502876
1998,110,Not Protected,25.089485,-110.566779,Shallow,3-3.5,1,0.39390769695078154
1998,110,Not Protected,25.089485,-110.566779,Shallow,3-3.5,2,0.7191772556532438
1998,110,Not Protected,25.089485,-110.566779,Shallow,3-3.5,3,0.9866533723325036
1998,110,Not Protected,25.089485,-110.566779,Shallow,3-3.5,4,2.2283532569456335
1998,110,Not Protected,25.089485,-110.566779,Shallow,3-3.5,5,0.449385331543511
1998,110,Not Protected,25.089485,-110.566779,Shallow,3.5-4,1,0.20585656377969297
1998,110,Not Protected,25.089485,-110.566779,Shallow,3.5-4,2,0.314611145413061
1998,110,Not Protected,25.089485,-110.566779,Shallow,3.5-4,3,0.2720592665160459
1998,110,Not Protected,25.089485,-110.566779,Shallow,3.5-4,4,0.5007645049348268
1998,110,Not Protected,25.089485,-110.566779,Shallow,3.5-4,5,0.077451167476073
1998,110,Not Protected,25.089485,-110.566779,Shallow,4-4.5,1,0.07689741467905403
1998,110,Not Protected,25.089485,-110.566779,Shallow,4-4.5,2,0.13849174814297355
1998,110,Not Protected,25.089485,-110.566779,Shallow,4-4.5,3,0.0802484591080927
1998,110,Not Protected,25.089485,-110.566779,Shallow,4-4.5,4,0.23645461976775956
1998,110,Not Protected,25.089485,-110.566779,Shallow,4-4.5,5,0.05870121644060638
1998,111,Not Protected,25.089468,-110.566743,Deep,2-2.5,1,0.5378315393461707
1998,111,Not Protected,25.089468,-110.566743,Deep,2-2.5,2,1.0443370678631745
1998,111,Not Protected,25.089468,-110.566743,Deep,2-2.5,3,0.2265985315618645
1998,111,Not Protected,25.089468,-110.566743,Deep,2-2.5,4,0.12753206058408154
1998,111,Not Protected,25.089468,-110.566743,Deep,2.5-3,1,0.05308321313351185
1998,111,Not Protected,25.089468,-110.566743,Deep,2.5-3,2,0.10402933885911816
1998,111,Not Protected,25.089468,-110.566743,Deep,2.5-3,3,0.0257885841350785
1998,111,Not Protected,25.089468,-110.566743,Deep,2.5-3,4,0.02856207175429018
1998,111,Not Protected,25.089468,-110.566743,Deep,3-3.5,1,0.5129957368344554
1998,111,Not Protected,25.089468,-110.566743,Deep,3-3.5,2,0.9192095656742364
1998,111,Not Protected,25.089468,-110.566743,Deep,3-3.5,3,0.6402425900171979
1998,111,Not Protected,25.089468,-110.566743,Deep,3-3.5,4,1.1556014199904252
1998,111,Not Protected,25.089468,-110.566743,Deep,3.5-4,1,0.23675121536376292
1998,111,Not Protected,25.089468,-110.566743,Deep,3.5-4,2,0.12602662429704206
1998,111,Not Protected,25.089468,-110.566743,Deep,3.5-4,3,0.06091602307083763
1998,111,Not Protected,25.089468,-110.566743,Deep,3.5-4,4,0.0980445052252562
1998,111,Not Protected,25.089468,-110.566743,Deep,4-4.5,1,0.2541555652417279
1998,111,Not Protected,25.089468,-110.566743,Deep,4-4.5,2,21.95750875296217
1998,111,Not Protected,25.089468,-110.566743,Deep,4-4.5,3,0.2769182673448079
1998,111,Not Protected,25.089468,-110.566743,Deep,4-4.5,4,0.12801675668701074
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2-2.5,1,0.05916061904305615
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2-2.5,2,0.2679574582833969
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2-2.5,3,0.09216519115473426
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2-2.5,4,0.1656748900893262
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2-2.5,5,0.14338424510132172
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2.5-3,1,3.934263187470752e-4
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2.5-3,2,0.01778578208714544
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2.5-3,3,0.02190438709001229
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2.5-3,4,0.01081529157541822
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,2.5-3,5,0.06170959889111568
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3-3.5,1,0.9115403970762366
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3-3.5,2,2.0909435742018485
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3-3.5,3,0.30095236408342485
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3-3.5,4,8.632877143944672
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3-3.5,5,5.444983474203863
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3.5-4,1,0.06183295113860952
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3.5-4,2,0.03987324777863155
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3.5-4,3,0.03674394272998574
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3.5-4,4,4.184423464063606
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,3.5-4,5,0.8756128308893508
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,4-4.5,1,0.03140549318199868
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,4-4.5,2,0.05493191056877443
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,4-4.5,3,0.1093528820899456
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,4-4.5,4,0.08929337113374455
1998,147,Lightly Protected,24.482352,-110.399837,Shallow,4-4.5,5,0.14269929189999825
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2-2.5,1,0.3385340561020374
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2-2.5,2,0.1120027672861959
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2-2.5,3,1.3035507334465475e-4
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2-2.5,4,0.11213488057644078
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2-2.5,5,0.7129774949623933
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2.5-3,1,0.06003158895556602
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2.5-3,2,0.06868376834365911
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2.5-3,3,0.03953235207662918
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2.5-3,4,0.07221169177099761
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,2.5-3,5,0.02019701951862947
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3-3.5,1,0.3800879487651062
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3-3.5,2,0.4862267976530229
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3-3.5,3,0.3814334969279099
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3-3.5,4,0.5043000083726474
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3-3.5,5,0.15794465560348886
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3.5-4,1,0.2476302690712629
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3.5-4,2,0.11036263039917178
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3.5-4,3,0.01010576549736913
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3.5-4,4,0.1576096048434388
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,3.5-4,5,0.42388307398864017
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,4-4.5,1,0.15809221888272082
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,4-4.5,2,0.30080387534378594
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,4-4.5,3,0.7015276847965436
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,4-4.5,4,0.3377826163129489
1998,156,Lightly Protected,24.598899,-110.399831,Shallow,4-4.5,5,0.5018787910943293
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2-2.5,1,0.04424141685583983
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2-2.5,2,0.07255843349964124
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2-2.5,4,0.00795396823871321
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2-2.5,5,0.03957644707679955
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2.5-3,1,3.934263187470752e-4
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2.5-3,2,1.3917776547881425e-4
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2.5-3,3,0.00977945347900601
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2.5-3,4,0.02969582054495791
1998,157,Lightly Protected,24.599432,-110.401188,Deep,2.5-3,5,0.00606836738727939
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3-3.5,1,0.42185397733151425
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3-3.5,2,0.4400991362311916
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3-3.5,3,0.6057247705487773
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3-3.5,4,0.24395119084171407
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3-3.5,5,0.3568466426336094
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3.5-4,1,0.07779678428692778
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3.5-4,2,0.04852788841018288
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3.5-4,3,0.0920380617842958
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3.5-4,4,0.06094753507830125
1998,157,Lightly Protected,24.599432,-110.401188,Deep,3.5-4,5,0.04959640206855109
1998,157,Lightly Protected,24.599432,-110.401188,Deep,4-4.5,1,0.05234210445372211
1998,157,Lightly Protected,24.599432,-110.401188,Deep,4-4.5,2,0.5078077249183568
1998,157,Lightly Protected,24.599432,-110.401188,Deep,4-4.5,3,0.0979943057161545
1998,157,Lightly Protected,24.599432,-110.401188,Deep,4-4.5,4,0.07321582829784637
1998,157,Lightly Protected,24.599432,-110.401188,Deep,4-4.5,5,0.408480556983438
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2-2.5,1,1.1816396435115626
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2-2.5,3,0.07596179941243086
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2-2.5,4,0.8179205350572532
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2-2.5,5,0.15992434473943845
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2.5-3,1,0.04783341139647347
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2.5-3,2,0.05925485627288154
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2.5-3,3,0.04541759399025547
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2.5-3,4,0.03467140732357747
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,2.5-3,5,0.01983523003355859
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3-3.5,1,0.4884054159422086
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3-3.5,2,0.3231317568037743
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3-3.5,3,0.37278830640690314
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3-3.5,4,0.5482667277935033
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3-3.5,5,0.47319814806724336
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3.5-4,1,0.02625164560593283
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3.5-4,2,0.10650008825757493
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3.5-4,3,0.04039490301071508
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3.5-4,4,0.03812318025886082
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,3.5-4,5,0.05276736244101014
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,4-4.5,1,0.00903586303691359
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,4-4.5,2,0.10673388146449007
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,4-4.5,3,0.09266428886642004
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,4-4.5,4,0.07147683724766596
1998,157,Lightly Protected,24.599432,-110.401188,Shallow,4-4.5,5,0.01779241351716172
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2-2.5,1,0.08540021111413845
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2-2.5,2,0.444742708547951
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2-2.5,3,0.4794617963786527
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2-2.5,4,1.759138333635132
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2-2.5,5,0.2298558619412292
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2.5-3,1,0.02059258476553439
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2.5-3,2,0.035738219169995
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2.5-3,3,0.0220753747557551
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2.5-3,4,0.050082110536076
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,2.5-3,5,0.01188131117043518
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3-3.5,1,0.8984013039480083
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3-3.5,2,1.930406022866772
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3-3.5,3,1.6045034335850348
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3-3.5,4,1.983148220452699
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3-3.5,5,2.5772634878171155
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3.5-4,1,0.09907758264635871
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3.5-4,2,0.3303336282789208
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3.5-4,3,0.06288810908884931
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3.5-4,4,0.0415256169947636
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,3.5-4,5,0.04525981452288544
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,4-4.5,1,0.01425919491933851
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,4-4.5,2,0.17504951415157674
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,4-4.5,3,0.12870579441115926
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,4-4.5,4,0.01704059583521593
1998,159,Lightly Protected,24.504571,-110.308406,Shallow,4-4.5,5,0.04127374879793237
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2-2.5,1,0.6944435229501769
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2-2.5,2,2.684548378866118
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2-2.5,3,0.4866978634092164
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2-2.5,4,1.902058108798808
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2-2.5,5,2.0416738176341074
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2.5-3,1,0.10554132482666805
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2.5-3,2,3.934263187470752e-4
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2.5-3,3,0.01780537295702261
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2.5-3,4,0.07768390440743159
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,2.5-3,5,0.4457674662679209
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3-3.5,1,0.8700974870854299
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3-3.5,2,0.9370465901868272
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3-3.5,3,1.0221865756111683
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3-3.5,4,1.431844435487407
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3-3.5,5,1.767626238554726
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3.5-4,1,0.12961569013863233
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3.5-4,2,0.1005777053873032
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3.5-4,3,0.12916670494770635
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3.5-4,4,0.270479385611116
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,3.5-4,5,0.16672826852023723
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,4-4.5,1,0.2313498270684999
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,4-4.5,2,0.04237790177628512
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,4-4.5,3,0.08234642531653429
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,4-4.5,4,0.16004195833722168
1998,160,Lightly Protected,24.562008,-110.366446,Shallow,4-4.5,5,0.2154397864120319
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2-2.5,1,1.2792817014987865
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2-2.5,2,1.6329506089352115
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2-2.5,3,1.6778784042024335
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2-2.5,4,0.17453579463277508
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2-2.5,5,0.0716925941060462
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2.5-3,1,0.01036758992324696
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2.5-3,2,0.0505906850360751
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2.5-3,3,0.00606836738727939
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2.5-3,4,0.00848458561350296
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,2.5-3,5,0.01196643500633999
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3-3.5,1,0.9130607194184251
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3-3.5,2,1.1908793145469754
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3-3.5,3,0.963699722631697
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3-3.5,4,1.024963798521346
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3-3.5,5,1.2640127455122123
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3.5-4,1,1.1864079466626398
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3.5-4,2,0.372314191505383
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3.5-4,3,0.06476091132448782
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3.5-4,4,0.1505735413151987
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,3.5-4,5,0.0985855317345264
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,4-4.5,1,0.06531631610040829
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,4-4.5,2,0.06933037647404106
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,4-4.5,3,0.20129080087858447
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,4-4.5,4,0.03910381572942172
1998,161,Lightly Protected,24.475421,-110.289305,Shallow,4-4.5,5,0.1594218163305737
1998,193,Lightly Protected,25.841984,-111.232972,Deep,2-2.5,3,1.2064538780293754
1998,193,Lightly Protected,25.841984,-111.232972,Deep,2-2.5,4,0.12065892047639608
1998,193,Lightly Protected,25.841984,-111.232972,Deep,2-2.5,5,0.2517572365180337
1998,193,Lightly Protected,25.841984,-111.232972,Deep,2.5-3,4,0.00438258753696794
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3-3.5,1,2.7631178020613447
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3-3.5,2,1.2464172220183911
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3-3.5,3,0.5140075951939458
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3-3.5,4,0.7013960561250415
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3-3.5,5,2.569029840960317
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3.5-4,1,0.08602674129146984
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3.5-4,2,0.1986220260777657
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3.5-4,3,0.20213585631263223
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3.5-4,4,0.05234709205551158
1998,193,Lightly Protected,25.841984,-111.232972,Deep,3.5-4,5,0.4743048259878476
1998,193,Lightly Protected,25.841984,-111.232972,Deep,4-4.5,1,0.10926980818701636
1998,193,Lightly Protected,25.841984,-111.232972,Deep,4-4.5,2,0.05495435018077983
1998,193,Lightly Protected,25.841984,-111.232972,Deep,4-4.5,3,0.08707503911015997
1998,193,Lightly Protected,25.841984,-111.232972,Deep,4-4.5,4,0.22845243907609616
1998,193,Lightly Protected,25.841984,-111.232972,Deep,4-4.5,5,1.0152583843790888
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2-2.5,1,0.04789349008636726
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2-2.5,2,0.15971960254623668
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2-2.5,3,0.06461969203543835
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2-2.5,5,0.5901625377619439
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2.5-3,1,0.01986496220799939
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2.5-3,2,0.06253415564016374
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2.5-3,3,0.06567998707032044
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2.5-3,4,0.01465448640868531
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,2.5-3,5,0.08709816793549294
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3-3.5,1,0.7232114316320954
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3-3.5,2,0.8587017638364486
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3-3.5,3,1.3561472490590372
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3-3.5,4,0.63554825630185
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3-3.5,5,0.8581676650983875
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3.5-4,1,0.7955502630495745
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3.5-4,2,3.82150703015705
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3.5-4,3,0.9830429273449004
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3.5-4,4,0.2516126729856905
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,3.5-4,5,0.7526845344501144
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,4-4.5,1,0.05529280764940811
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,4-4.5,2,0.15703479144599466
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,4-4.5,3,0.07254796043463765
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,4-4.5,4,0.08456401504273917
1998,200,Lightly Protected,26.068839,-111.070127,Shallow,4-4.5,5,0.03736103519451556
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2-2.5,1,0.06383959678820782
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2-2.5,2,0.2990101944888296
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2-2.5,3,0.6778148104578645
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2-2.5,4,0.3996052533172971
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2-2.5,5,0.7960435737513959
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2.5-3,1,0.01011260807148484
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2.5-3,2,0.04071472991259408
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2.5-3,3,0.07598601091825591
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2.5-3,4,0.09249504663573
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,2.5-3,5,0.1747835376472718
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3-3.5,1,0.1505824275833796
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3-3.5,2,3.831384043648187
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3-3.5,3,1.0961807674653312
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3-3.5,4,2.9983223011422897
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3-3.5,5,0.2740949437488102
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3.5-4,1,0.11067761414841362
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3.5-4,2,0.15785600387388146
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3.5-4,3,0.06198424843945011
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3.5-4,4,0.11637461816120216
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,3.5-4,5,0.248377355885484
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,4-4.5,1,0.02288543343547339
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,4-4.5,2,0.0887303813890053
1998,202,Lightly Protected,25.965265,-111.067303,Shallow,4-4.5,3,0.120655998658946
